Date,long_ret,short_ret,cum_ret,equity,drawdown,long_pnl,short_pnl
2025-10-14,0.007150468860137303,-0.015295228262381881,-0.00814475940224458,0.8803822784605515,-0.05412439545713943,1.1840328107181606,0.7330838531487034
2025-10-15,0.0030571093281644476,-0.009432683737704149,-0.006375574409539701,0.8747693357353862,-0.0601548957560708,1.1876525284686599,0.7261689050087341
2025-10-16,0.007413888915373771,-0.004489404381712288,0.002924484533661483,0.8773275851282657,-0.05740633328467193,1.1964576523847894,0.7229088391447247
2025-10-17,-0.012114587550693915,0.017854660459732215,0.0057400729090383,0.8823635094320124,-0.05199577691412827,1.1819630614042762,0.735816131010993
2025-10-20,-0.0020730187266688013,0.006826949507899755,0.004753930781230953,0.8865582044797362,-0.04748903045726338,1.1795128298437545,0.7408395105845033
2025-10-21,0.005629189524615939,-0.010352434563940563,-0.004723245039324624,0.8823707728383547,-0.051987973169058344,1.186152531109661,0.7331700180287954
2025-10-22,-0.005226073524537598,0.011687108775734638,0.00646103525119704,0.8880718015062894,-0.045862834045144796,1.1799536107707655,0.7417386557806053
2025-10-23,0.0007463529460078713,-0.003138671262294407,-0.002392318316286536,0.8859472510693683,-0.048145433863508336,1.180834272624317,0.7394105819775738
2025-10-24,-0.00021379155706778986,-0.002703078161173817,-0.002916869718241607,0.8833630583607648,-0.05092186962364176,1.1805818202265337,0.7374118973812894
2025-10-27,-0.0003682768206909073,2.333985426525195e-05,-0.00034493696642565533,0.8830583537871614,-0.051249241754834696,1.180147039307215,0.7374291084675078
2025-10-28,-0.02439079525371107,0.007559950028863205,-0.016830845224847863,0.8681957353100607,-0.06721751892381622,1.1513623145021996,0.7430040356773513
2025-10-29,0.010564871995718417,0.0004229599479215048,0.010987831943639921,0.8777353241438324,-0.05696826178177972,1.1635263099756092,0.7433182966255869
2025-10-30,-0.0025982076920762977,-0.0003148141876559481,-0.002913021879732246,0.8751784619399876,-0.05971533386849126,1.1605032269670974,0.7430842894798649
2025-10-31,0.014119487256597724,0.001287025438818495,0.015406512695416218,0.8886619100246208,-0.04522882622243107,1.1768889374915,0.7440406578636118
2025-11-03,-0.011413758269308837,0.001196501662268952,-0.010217256607039885,0.8795822232529971,-0.054983968305921116,1.1634562116491483,0.7449309037475415
2025-11-04,-0.002480625995790044,0.007893168376742053,0.005412542380952009,0.8843429993138858,-0.04986902898369794,1.160570111925568,0.7508107687998594
2025-11-05,-0.023009566795995653,0.01119146703650438,-0.011818099759491274,0.8738917455263866,-0.06109777158375085,1.1338658964137804,0.7592134427695355
2025-11-06,0.00784669180852648,-0.0018004360365258066,0.006046255772000673,0.8791755185368793,-0.055420928565844796,1.142762992655138,0.7578465275277584
2025-11-07,-0.012398363134507429,0.005851363609527373,-0.0065469995249800555,0.8734195568346442,-0.06160508729783032,1.128594602095523,0.762280963120541
2025-11-10,0.03098281427549926,-0.00922444166766985,0.02175837260782941,0.8924237449952177,-0.04118714113396493,1.1635616390445798,0.7552493468418604
2025-11-11,0.002189486495737575,-0.005124042177756006,-0.0029345556820184306,0.8898048778235739,-0.04400083085694251,1.166109241540226,0.7513794173339201
2025-11-12,-0.0007148552046331466,-0.0016309690995033928,-0.0023458243041365396,0.887717551915236,-0.04624343694265265,1.1652756422797403,0.7501539407222456
2025-11-13,0.0050478507362190705,0.0006705997230779222,0.005718450459296993,0.8927939207577118,-0.04078942728657986,1.1711577797885202,0.7506569937471597
